Comments,Label
"	செந்தில் உன் கேள்வி சரியில்லை. திரு ஆனந்த் சீனிவாசன்  சொல்வது உனக்கு புரியவில்லை. உனக்கு கேள்வியே கேட்க தெரியவில்லை. உன்னை எவண்டா அவரை நேர் கானல் செய்ய அனுப்பிநாங்க?",None-of-the-above
"	  % உண்மை",None-of-the-above
"	திருட்டு திராவிட தெலுங்கு தலித் சாதிவெரிபிடித்த பொம்பளை பொருக்கி  ரவுடி கும்பல்கலுக்கும்",None-of-the-above
"	Veera Samy தேவரின த்திற்க்கு  மேல். எவனும். இல்ல",None-of-the-above
"	பீகாரி எச்ச நாய் ....நீ  தமிழன் கிடையாது..?...",Xenophobia
"	எச்ச ராஜா  பின்னால் செல்பவர்கள் நிச்சயமாக தமிழனாக இருக்கவே முடியாது அவர்கள் நிச்சயமாக அன்னியர்கள் அல்லது அவர்களுக்கு பிறந்தவர்கள் அவர்களை எங்கே கண்டாலும் செருப்பால் அடிக்காதீர்கள் காரி துப்பாதீர்கள்",None-of-the-above
"	இது உண்மையில் நடந்த கதை அவர் இன்னும் வாழ்ந்து வருகின்றார்",None-of-the-above
"	  தடை போட்டும்",None-of-the-above
"	மதுவந்தி ஒரு பெண் என்பதை மறந்து பேச கூடாது. ; பிராமணர்கள் இந்த மாதிரி பேசி பார்த்ததில்லை.",None-of-the-above
"	அடேய் ஈன வேசி நாய்களே மலையாளி தேவடியா பெத்த மகன் சைமன் சுன்னிய ஊம்பு அலி ஒம்பது நாய்களே கட்டுன பொன்டாட்டிய பெத்த தாய அடுத்தவனுக்கு ஓக்க கூட்டி குடுக்குற மலத்து புழுக்களே உங்க சம்சாரத்த ஓத்தவன் சுன்னிய ஊம்பு சுத்தப்படுத்துர ஈன நாய்களே டுமில் ஈன நாய்களே நீங்க எல்லாம் விபச்சரத்துல பல அப்பனுக்கு பிறந்தவனுகடா மாமா ேலை பாத்து வயிறு வளர்க்கிர நாய்களே சாக்கடை பன்னிகளே.",Xenophobia
